Mã khách hàng,Tài khoản,Trạng thái xác minh,Pause date,Mã đơn vị tiền tệ,Spend (last 7 days),Spend(last 7 days) (Converted currency),Hồ sơ thanh toán,Người quản lý trực tiếp,Mã khách hàng của người quản lý trực tiếp,Ad disclosure name,Ad disclosure country,Verification type
753-025-8527,X_228,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,13","US$1,13", --,HAM 4,872-539-0376, --, --, --
293-196-1943,Account_26_13:50,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 6,869-228-1401, --, --, --
935-591-4437,Account_32_17:30,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,I LOVE GOOGLE 1,345-512-8193, --, --, --
691-748-9048,Account_4_14:13,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
581-551-4372,Account_9_10:41,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CAFE 3,227-345-1768, --, --, --
618-043-5609,Account_90_13:28,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,03","US$0,03", --,OK,169-880-2531, --, --, --
225-602-5347,MPT6,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS,238-859-3642, --, --, --
420-853-2797,Chú Thỏ Nhỏ,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC tabo,485-580-8990, --, --, --
545-576-4229,Ducanh07,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"66,48","US$66,48", --,MEME,977-828-5088, --, --, --
575-447-7919,phuc 13 thien,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
211-381-3741,Account_47_11:13,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
269-081-0209,Xuan_Lanh 04,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD 9,166-768-3313, --, --, --
431-573-2672,Xuân - T11 - 33,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,13","US$0,13", --,CATS 3,672-444-7933, --, --, --
101-950-1131,Account_2_08:37,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,94","US$0,94", --,PHUC XDT 60%,489-739-6170, --, --, --
321-256-5468,Account_6_11:10,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CAFE 3,227-345-1768, --, --, --
980-730-2960,Account_6_12:30,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
474-380-4007,Account_20_13:59,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 1,606-596-8084, --, --, --
641-859-8933,MPT4,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS,238-859-3642, --, --, --
959-341-7662,xtd-33,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,16","US$1,16", --,BLUM 1,665-398-6627, --, --, --
245-497-5201,Account_33_15:07,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,973-518-3905, --, --, --
373-676-0637,Account_96_17:22,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
724-114-3697,Account_82_13:23,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,03","US$0,03", --,OK,169-880-2531, --, --, --
948-158-1956,Trường Ham_075,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,01","US$1,01", --,HAM 3,733-726-6588, --, --, --
443-125-4717,Account_59_13:10,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
440-696-1568,GAO Ồ 523,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 50TK LUKE,135-972-2564, --, --, --
244-873-0737,Account_6_14:14,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
952-751-4631,US_USD K26,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
617-617-9011,Account_8_15:23,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 5,383-127-7729, --, --, --
978-382-8784,XCK-47,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,19","US$0,19", --,BLUM 2,601-828-1074, --, --, --
621-462-9305,Account_29_08:49,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,LIE 8 LUCKY,357-713-6860, --, --, --
243-329-8798,Account_2_11:21,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"3,29","US$3,29", --,LYLY 1,606-596-8084, --, --, --
742-114-1711,us28_xuan55%_da39_2$,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,87","US$0,87", --,MCC_US_USD XTD 55% T11 03,392-194-2982, --, --, --
935-558-9115,Xuân - T11 - 5,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,01","US$0,01", --,CATS 3,672-444-7933, --, --, --
632-999-0580,Account_5_12:42,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 6 Sher Lẻ,611-301-4793, --, --, --
479-963-4380,Xuan_Lanh 08 limit 15/11,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,43","US$0,43", --,TOM 2,308-484-1049, --, --, --
125-907-3550,Account_4_11:33,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 6 Sher Lẻ,611-301-4793, --, --, --
862-353-8431,Account_98_13:32,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,03","US$0,03", --,OK,169-880-2531, --, --, --
685-377-2478,xtd-32,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"96,59","US$96,59", --,BLUM 1,665-398-6627, --, --, --
319-896-6298,Account_12_09:55,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 50 TK Hoàng,620-496-2354, --, --, --
295-175-8292,Account_58_13:10,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,03","US$0,03", --,OK,169-880-2531, --, --, --
903-784-4148,14/11 Uyên 49z,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CATS 4,697-575-0819, --, --, --
757-228-7348,Account_11_15:24,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 10,804-513-8546, --, --, --
946-315-1199,X_204,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,81","US$1,81", --,HAM 4,872-539-0376, --, --, --
874-908-1119,Account_29_15:51,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,BLUM 3,191-861-1701, --, --, --
544-894-6672,Thắng XTĐ VIP 18,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,95","US$0,95", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
427-406-1325,T11 Russia 09,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
923-688-8572,Account_60_16:29,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,AIRDROP MCBEO4,621-456-3105, --, --, --
228-998-6400,Account_2_15:53,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,973-518-3905, --, --, --
632-757-9988,14/11 Uyên 18z,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,02","US$0,02", --,CATS 4,697-575-0819, --, --, --
610-078-7766,Account_79_17:13,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
418-962-2564,Chinh (-5) 14/11 01,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,25","US$0,25", --,OK 8,188-599-3543, --, --, --
185-155-6811,Kính Vạn Bông 1,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 50 TK,286-349-7958, --, --, --
324-212-5229,Tu 59 (-5) 2$,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,94","US$0,94", --,OK 8,188-599-3543, --, --, --
173-181-5045,JP_USD_ Sung 03,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
455-453-4346,US_USD,Chưa bắt đầu – việc cần làm,"14 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
890-715-6850,CK55 SOI 02 2$,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
193-839-1974,Account_12_14:10 K,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,21","US$0,21", --,LI 3,468-916-0549, --, --, --
866-496-9576,CSGO - 222,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC Hoàng,109-986-8652, --, --, --
695-670-7248,Account_8_08:41,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
427-833-0217,Account_61_13:11,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
335-465-1295,X_299,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,01","US$0,01", --,HAM 4,872-539-0376, --, --, --
839-508-9343,Account_50_15:42,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 9,588-173-4213, --, --, --
448-232-1599,Account_5_10:15,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CATS,980-219-3341, --, --, --
808-476-0562,Account_7_12:23,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 6 Sher Lẻ,611-301-4793, --, --, --
223-288-5000,p5,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS,238-859-3642, --, --, --
914-551-1205,Trường Ham_080,Chưa bắt đầu – việc cần làm,"12 thg 11, 2024",USD,"0,00","US$0,00", --,HAM 3,733-726-6588, --, --, --
801-578-8731,Account_15_15:42,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,26","US$0,26", --,BLUM 3,191-861-1701, --, --, --
232-457-8229,BIDYU34,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,MCC 50 TK 5623,977-966-3917, --, --, --
448-036-5890,CK55 SOI 01,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
237-691-8029,CORE I9,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 48 TK 335,833-832-2725, --, --, --
288-871-0333,Ducanh05,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"95,28","US$95,28", --,MEME,977-828-5088, --, --, --
353-997-7386,X_319,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 4,872-539-0376, --, --, --
512-310-4619,Account_7_15:40,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,I LOVE GOOGLE 1,345-512-8193, --, --, --
983-504-9815,Account_15_12:54,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 5,910-455-2980, --, --, --
814-312-9197,Account_13/11 DA22,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,01","US$0,01", --,CATS,980-219-3341, --, --, --
872-627-6497,Xuan_Van 03 limit 15/11,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,37","US$0,37", --,TOM 2,308-484-1049, --, --, --
919-330-2180,p20,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS,238-859-3642, --, --, --
920-923-2505,Account_44_14:38,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,BLUM 3,191-861-1701, --, --, --
629-869-0729,us28_xuan55%_da04_2$,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,87","US$0,87", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
969-840-6493,Account_60_13:11,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
786-939-5239,Account_58_16:08,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 6,869-228-1401, --, --, --
618-436-2160,Trường lie_08,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 2,843-411-8468, --, --, --
306-063-2062,Account_78_17:13,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
106-556-9988,60 DAT5,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
878-885-4445,XuânManh_74 đã xóa limit,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,77","US$1,77", --,TOM 2,308-484-1049, --, --, --
552-318-7001,Account_65_11:55 K2,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LI 3,468-916-0549, --, --, --
101-370-2095,Account_MCC OK1 - 13/11 DA31,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"2,18","US$2,18", --,OK 1,234-307-8968, --, --, --
959-820-0068,Xuân - T11 - 68,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,12","US$0,12", --,CATS 3,672-444-7933, --, --, --
137-459-2756,Account_67_15:50,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 9,588-173-4213, --, --, --
896-923-3578,XCK-15,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"61,20","US$61,20", --,BLUM 2,601-828-1074, --, --, --
372-726-7698,Account_29_16:45,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,YES,390-291-6435, --, --, --
263-556-9948,TU 88 (-5),Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,83","US$0,83", --,OK 8,188-599-3543, --, --, --
458-281-2682,Tu 13 (-5) 2$ ok,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"52,31","US$52,31", --,MEME,977-828-5088, --, --, --
572-273-6427,Account_19_16:05,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 1,606-596-8084, --, --, --
712-087-4237,XCK-46,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,16","US$0,16", --,BLUM 2,601-828-1074, --, --, --
480-902-9915,Account_2_10:46 thien,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,62","US$0,62", --,PHUC XDT 60%,489-739-6170, --, --, --
526-957-3766,14/11 Uyên 33z,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,04","US$0,04", --,CATS 4,697-575-0819, --, --, --
501-130-5795,Account_6_12:30,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 9,588-173-4213, --, --, --
267-080-2966,Xuan_Van 01,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 2,308-484-1049, --, --, --
386-042-8001,Account_62_14:46,Chưa bắt đầu – việc cần làm,"14 thg 11, 2024",USD,"0,00","US$0,00", --,PHUC XDT 60%-2,955-688-6195, --, --, --
212-722-4719,Account_61_14:43,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 9,588-173-4213, --, --, --
115-310-0241,Account_28_14:26,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 1,234-307-8968, --, --, --
620-975-9893,Account_10_14:27 K2 ZKX,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LI 3,468-916-0549, --, --, --
626-948-3717,phuc 36,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
199-750-6766,MY 22,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
278-193-7909,Tu 03 (-5) 2$ ok,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"220,82","US$220,82", --,MEME,977-828-5088, --, --, --
966-286-7068,TU 76 (-5),Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,84","US$0,84", --,OK 8,188-599-3543, --, --, --
445-992-2684,Account_57_14:20,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 2,126-326-9686, --, --, --
790-968-6809,Account_85_15:02,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,PHUC XDT 60%,489-739-6170, --, --, --
312-501-1570,Chinh (-5) 14/11 07,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,17","US$1,17", --,OK 8,188-599-3543, --, --, --
609-548-9007,JP_USD_ Sung 14 2$,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,61","US$0,61", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
459-452-0452,Account_24_13:49,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CAFE 1,290-302-7290, --, --, --
591-042-1095,phuc 21 - thuy,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
622-885-4531,Account_10_16:00 K,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,54","US$0,54", --,LYLY 1,606-596-8084, --, --, --
317-533-7968,JP_USD_ Sung 27,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 03,392-194-2982, --, --, --
936-623-8648,B 16,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,09","US$1,09", --,HAM 1,690-343-2156, --, --, --
705-250-3874,Đô Ck 60_07_ ok,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,27","US$1,27", --,MEME,977-828-5088, --, --, --
274-176-2658,Account_23_12:51 - ghovi 13/11 - 11,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,16","US$0,16", --,OK,169-880-2531, --, --, --
940-932-6654,Chinh (-5) 14/11 20,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,64","US$0,64", --,OK 8,188-599-3543, --, --, --
243-573-4921,X_315,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 4,872-539-0376, --, --, --
251-604-7593,Account_26_12:13 K,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,22","US$0,22", --,LI 3,468-916-0549, --, --, --
336-558-2647,JP_USD_ Sung 24,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 03,392-194-2982, --, --, --
189-299-7401,Account_68_13:15,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,OK 9,588-173-4213, --, --, --
954-530-3256,Thắng XTĐ VIP 3,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,09","US$1,09", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
386-688-8084,60 DAT47,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
695-238-0668,Account_9_13:40,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,HAM 6,869-228-1401, --, --, --
531-578-8260,US_USD,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
386-995-1211,CORE I9,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 48 TK 335,833-832-2725, --, --, --
839-517-1619,Account_54_13:08,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,03","US$0,03", --,OK,169-880-2531, --, --, --
949-864-6178,Account_57_11:50,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"3,20","US$3,20", --,MCC 50 TK Hoàng,620-496-2354, --, --, --
746-399-1401,Account_94_11:43,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS,238-859-3642, --, --, --
924-375-8139,Account_14_14:20,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,12","US$0,12", --,BLUM 3,191-861-1701, --, --, --
570-724-2070,US_USD,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
324-300-7568,Account_32_15:53,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,03","US$0,03", --,BLUM 3,191-861-1701, --, --, --
229-490-8770,Account_6_09:31,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 50TK DAVILA,993-528-5558, --, --, --
925-086-1297,XCK-25,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"278,09","US$278,09", --,BLUM 2,601-828-1074, --, --, --
331-036-0358,Account_13/11 Uyên 18z KV Lên,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,02","US$0,02", --,CATS 1,910-147-0878, --, --, --
670-662-0535,Account_18_17:54,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 3 Sáng 60% XTĐ,721-546-1311, --, --, --
594-538-2697,Xuân Nguyệt 01,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 7,948-882-5078, --, --, --
610-516-8252,Account_71_14:54,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,PHUC XDT 60%,489-739-6170, --, --, --
869-611-7164,Account_25_17:22,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,I LOVE GOOGLE 1,345-512-8193, --, --, --
525-004-6942,Thắng XTĐ VIP 1,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,84","US$0,84", --,MCC_US_USD XTD 55% T11 02,636-579-6691, --, --, --
858-597-8993,Vũ 11 22%,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 9 A.Tùng Mừng Em Chở Về,727-844-1244, --, --, --
761-928-5829,Account_17_17:54,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 3 Sáng 60% XTĐ,721-546-1311, --, --, --
357-477-9166,JP_USD_ Sung 16 ok đang chạy,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"128,83","US$128,83", --,MEME,977-828-5088, --, --, --
295-099-0386,Account_6_12:01 K2,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LI 3,468-916-0549, --, --, --
171-443-7800,Account_34_16:14,Chưa bắt đầu – việc cần làm,"14 thg 12, 2024",USD,"0,01","US$0,01", --,LYLY 1,606-596-8084, --, --, --
720-138-4556,Account_12_12:23,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
330-721-4960,Account_20_16:40,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 3 Sáng 60% XTĐ,721-546-1311, --, --, --
606-791-9003,60 DAT18,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
930-624-1517,thuy 20,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,PHUC XDT 60%,489-739-6170, --, --, --
670-737-4256,B 29,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"1,04","US$1,04", --,HAM 1,690-343-2156, --, --, --
437-853-6642,Account_53_15:44,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,TOM 1,703-402-8666, --, --, --
817-404-1313,Kính Vạn Bông 1,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,MCC 50 TK,286-349-7958, --, --, --
906-763-2770,Account_13_13:30,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 5,910-455-2980, --, --, --
961-192-9747,Account_55_17:00,Chưa bắt đầu – việc cần làm,"15 thg 11, 2024",USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
902-629-9039,Account_19_12:08 K,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,20","US$0,20", --,LI 3,468-916-0549, --, --, --
545-170-4335,sao - 04,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
594-469-9901,Account_1_17:44,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,Tôi Yêu GG 3 Sáng 60% XTĐ,721-546-1311, --, --, --
506-246-5356,Account_18_09:01,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,CATS,980-219-3341, --, --, --
597-328-4644,Account_10_12:26,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,00","US$0,00", --,LYLY 4,573-212-4458, --, --, --
931-987-4735,Thắng XTD VIP38,Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,24","US$0,24", --,MCC_US_USD XTD 55% T11 03,392-194-2982, --, --, --
229-080-7264,Quan 75 (-5),Chưa bắt đầu – việc cần làm,"15 thg 12, 2024",USD,"0,03","US$0,03", --,OK 8,188-599-3543, --, --, --
