Mã khách hàng,Tài khoản,Trạng thái xác minh,Pause date,Mã đơn vị tiền tệ,Spend (last 7 days),Spend(last 7 days) (Converted currency),Hồ sơ thanh toán,Người quản lý trực tiếp,Mã khách hàng của người quản lý trực tiếp,Ad disclosure name,Ad disclosure country,Verification type
789-952-9984,Account_1_11:21,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
116-095-4286,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
566-584-2139,Xuân tóc đỏ - 35,Chưa bắt đầu,Không có,USD,"52,06","US$52,06", --,MCC_US_USD 7,113-723-7064, --, --, --
915-216-6101,US_USD,Chưa bắt đầu,Không có,USD,"0,08","US$0,08", --,RAP 4,392-774-7756, --, --, --
750-521-2600,CSGO - 222,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC Hoàng,109-986-8652, --, --, --
210-117-4456,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
827-664-0358,Account_2_15:31,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 3 Sáng 60% XTĐ,721-546-1311, --, --, --
263-463-5599,X-05,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 9,166-768-3313, --, --, --
654-876-8935,US_USD XTD 60 T11 03,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
814-919-7758,Account_68_18:25,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 4 Phúc 60% XTĐ,407-989-0100, --, --, --
349-552-6627,Thắng XTD VIP44,Chưa bắt đầu,Không có,USD,"32,52","US$32,52", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
239-240-0092,GAO Ồ 523,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 50TK LUKE,135-972-2564, --, --, --
102-240-1597,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 41tk,106-086-7019, --, --, --
857-632-2445,Xuân tóc đỏ - T11 - 36,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
481-699-2715,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
444-904-7129,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
731-072-8342,US_USD-79,Chưa bắt đầu,Không có,USD,"0,99","US$0,99", --,MCC_US_USD 8,445-996-7135, --, --, --
972-463-3607,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 5,675-416-9472, --, --, --
415-874-1662,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,EN,400-363-4488, --, --, --
988-687-1366,Xi-87,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
522-681-9594,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
109-457-8405,xuân_thach_1311_04,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 7,948-882-5078, --, --, --
515-831-8727,CORE I9,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 48 TK 335,833-832-2725, --, --, --
935-515-5986,US_USD K4,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
862-918-8048,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 3,685-606-0190, --, --, --
524-395-2850,CKLT_32,Chưa bắt đầu,Không có,USD,"0,58","US$0,58", --,MCC_US_USD 6,112-880-6144, --, --, --
926-919-7484,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 4,392-774-7756, --, --, --
429-294-1292,Account_13_16:02,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,LYLY 1,606-596-8084, --, --, --
865-114-3431,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
677-716-8847,Xuan_Long 14,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
761-975-6788,Account_53_11:48,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,LIE 767 LUKE,286-845-2545, --, --, --
832-040-2648,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
932-700-7211,Xi-25,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
993-240-0225,Account_47_10:45,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 8386 Nga 60% XTĐ,879-624-9825, --, --, --
216-841-1870,P4,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
771-523-5656,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
958-950-5296,Account_38_09:25,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
579-829-4115,Bơ 30,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 5,149-505-5143, --, --, --
362-846-1856,US_USD 53,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 8,156-309-0729, --, --, --
729-715-4703,US_USD-77,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 8,445-996-7135, --, --, --
188-453-0547,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
399-995-6656,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,111-997-4247, --, --, --
171-460-4243,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
927-069-2637,Xi-22,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
820-070-4390,XN-93,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
564-116-4084,Xuân tóc đỏ - 31,Chưa bắt đầu,Không có,USD,"1,33","US$1,33", --,MCC_US_USD 7,113-723-7064, --, --, --
369-587-8007,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,EN,400-363-4488, --, --, --
187-755-8841,Account_28_15:50,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CATS 4,697-575-0819, --, --, --
459-323-6193,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
430-012-0105,US_USD K,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
938-687-6672,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 4,392-774-7756, --, --, --
737-446-0045,US_USD-86,Chưa bắt đầu,Không có,USD,"0,99","US$0,99", --,MCC_US_USD 8,445-996-7135, --, --, --
311-817-7937,Account_15_11:39,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
953-022-5009,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 5,675-416-9472, --, --, --
459-376-7674,Account_28_11:26,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CAFE 2,912-637-8737, --, --, --
787-959-9349,US_USD Viên35,Chưa bắt đầu,Không có,USD,"0,55","US$0,55", --,RAP 1,911-647-3535, --, --, --
179-754-5960,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
813-359-4646,Account_90_10:24,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,LIE 8 LUCKY,357-713-6860, --, --, --
733-663-2025,XuanHinh25,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
650-426-8052,Quan 24 (-5) 2$,Chưa bắt đầu,Không có,USD,"0,77","US$0,77", --,MCC_US_USD 9 Chính 60% XTĐ,116-190-6607, --, --, --
281-251-3352,US_USD 2$,Chưa bắt đầu,Không có,USD,"0,33","US$0,33", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
322-139-8313,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,394-514-8586, --, --, --
109-882-2709,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 41tk,106-086-7019, --, --, --
415-053-2982,Quan 45 (-5),Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,XTD Chinh 60%,571-049-5280, --, --, --
412-336-4898,US_USD,Chưa bắt đầu,Không có,USD,"0,01","US$0,01", --,MCC_US_USD 7,151-719-9666, --, --, --
178-325-0752,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
822-468-9246,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 2,261-652-8333, --, --, --
453-624-5444,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
894-477-1147,CORE I9,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 48 TK 335,833-832-2725, --, --, --
648-969-4807,US_USD XTD 60 T11 08,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
377-923-2047,Account_39_16:51,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
182-767-4084,1104-27,Chưa bắt đầu,Không có,USD,"0,03","US$0,03", --,CAFE 2,912-637-8737, --, --, --
104-137-4243,CSGO - 1,Chưa bắt đầu,Không có,USD,"0,67","US$0,67", --,MCC Hoàng,109-986-8652, --, --, --
974-301-5188,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
223-054-1556,X_37,Chưa bắt đầu,Không có,USD,"1,05","US$1,05", --,MCC_US_USD 2,105-562-7839, --, --, --
211-715-5848,P23,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
449-169-7276,US_USD K,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
848-686-0123,Xuân tóc đỏ - T11 - 23,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
165-568-0482,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
532-990-1892,Account_36_12:37,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CAFE 4,601-118-1698, --, --, --
699-876-2548,Account_23_13:51,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
517-128-0495,A 41,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 6,149-874-4321, --, --, --
260-729-2560,XTD-20,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 9,166-768-3313, --, --, --
988-306-1139,Xi-86,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
756-385-3594,XN-20,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
360-735-7603,Thắng XTD VIP21,Chưa bắt đầu,Không có,USD,"1178,09","US$1.178,09", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
733-554-8252,US_USD,Chưa bắt đầu,Không có,USD,"124,89","US$124,89", --,RAP Phúc 60% XTĐ,571-560-5907, --, --, --
514-981-9711,Account_43_15:40,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,OK 5,383-127-7729, --, --, --
723-755-0037,US_USD-64,Chưa bắt đầu,Không có,USD,"0,99","US$0,99", --,MCC_US_USD 8,445-996-7135, --, --, --
825-311-7949,Xuân tóc đỏ - T11 - 1,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
501-650-3368,A 23,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 6,149-874-4321, --, --, --
768-549-9049,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
889-983-9964,Account_15/11 DA20,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,TIM 3,732-120-1972, --, --, --
419-423-1911,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
616-309-1464,US_USD XTD 60 T11 32,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
507-296-1688,Quan 30 (-5),Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,XTD Chinh 60%,571-049-5280, --, --, --
113-139-4525,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
630-567-4729,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
263-059-3672,Account_MCC OK1 - 13/11 DA22,Chưa bắt đầu,Không có,USD,"0,01","US$0,01", --,OK 1,234-307-8968, --, --, --
581-926-2186,Xuân tóc đỏ - 50,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,113-723-7064, --, --, --
166-925-0339,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
940-897-2019,Xi-34,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
974-402-7088,Xi-75,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
489-490-8980,A 06,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 6,149-874-4321, --, --, --
848-699-3466,US_USD,Chưa bắt đầu,Không có,USD,"4,64","US$4,64", --,RAP 3,685-606-0190, --, --, --
894-523-5480,1104-29,Chưa bắt đầu,Không có,USD,"0,06","US$0,06", --,CAFE 2,912-637-8737, --, --, --
424-437-1060,US_USD K,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
678-686-4168,US_USD T,Chưa bắt đầu,Không có,USD,"0,50","US$0,50", --,MCC_US_USD 10,117-344-8882, --, --, --
240-232-2378,X_53,Chưa bắt đầu,Không có,USD,"0,60","US$0,60", --,MCC_US_USD 2,105-562-7839, --, --, --
199-086-7003,X_19,Chưa bắt đầu,Không có,USD,"190,76","US$190,76", --,MCC_US_USD 2,105-562-7839, --, --, --
596-557-1511,Dior-12,Chưa bắt đầu,Không có,USD,"0,14","US$0,14", --,MCC_US_USD 8,114-464-3790, --, --, --
446-435-4237,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
537-652-1150,CSGO - 222,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC Hoàng,109-986-8652, --, --, --
529-235-6639,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
996-250-0927,Account_12_17:51,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 3 Sáng 60% XTĐ,721-546-1311, --, --, --
667-991-4898,Tu 46 (-5) 2$ ok,Chưa bắt đầu,Không có,USD,"0,30","US$0,30", --,MCC_US_USD 9 Chính 60% XTĐ,116-190-6607, --, --, --
284-734-7284,US_USD XTD Sáng 06,Chưa bắt đầu,Không có,USD,"556,42","US$556,42", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
486-079-6617,Quan 49 (-5) kháng,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,XTD Chinh 60%,571-049-5280, --, --, --
206-239-4115,MY 40,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
803-043-7631,Account_33_12:36,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CAFE 4,601-118-1698, --, --, --
149-241-4747,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
129-733-3756,Quan 44 (-5),Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,XTD Chinh 60%,571-049-5280, --, --, --
685-657-5535,US_USD,Chưa bắt đầu,Không có,USD,"0,50","US$0,50", --,MCC_US_USD 10,117-344-8882, --, --, --
547-465-5542,Xuân tóc đỏ - 16,Chưa bắt đầu,Không có,USD,"97,27","US$97,27", --,MCC_US_USD 7,113-723-7064, --, --, --
120-520-6450,Account_48_20:10,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,XTD Chinh 60%,571-049-5280, --, --, --
844-319-8076,11/12 광고 생성 완료,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
127-692-4593,US_USD Van 31 d,Chưa bắt đầu,Không có,USD,"0,18","US$0,18", --,MCC_US_USD 1,105-318-6986, --, --, --
684-520-8215,US_USD-20,Chưa bắt đầu,Không có,USD,"1,00","US$1,00", --,MCC_US_USD 8,445-996-7135, --, --, --
423-249-7790,Xuân_Lanh 11,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 7,948-882-5078, --, --, --
365-012-5017,15,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,EN,400-363-4488, --, --, --
745-322-9331,thuy 16,Chưa bắt đầu,Không có,USD,"43,47","US$43,47", --,RAP Phúc 60% XTĐ,571-560-5907, --, --, --
536-326-9046,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 6,149-874-4321, --, --, --
471-906-1648,CSGO - 222,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC Hoàng,109-986-8652, --, --, --
476-213-8303,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
988-939-4495,Xi-89,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
817-156-8303,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
388-582-6682,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,111-997-4247, --, --, --
467-129-8095,DAT31,Chưa bắt đầu,Không có,USD,"0,55","US$0,55", --,MCC_US_USD 5 Hùng 60% XTĐ,112-636-5291, --, --, --
310-545-1646,Account_88_17:18,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
938-054-6150,Account_20_13:49,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
236-642-7370,P22,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
960-623-5684,Account_35_13:27,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CAFE 4,601-118-1698, --, --, --
121-745-9891,US_USD Van 18 limit 09-11,Chưa bắt đầu,Không có,USD,"0,03","US$0,03", --,MCC_US_USD 1,105-318-6986, --, --, --
580-873-1811,US_USD XTD 60 T11 47,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
781-227-7768,XN-44,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
381-888-5272,US_USD 78,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 8,156-309-0729, --, --, --
771-548-2484,XN-36,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
333-133-2211,Account_21_14:32,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
833-154-3946,US_USD,Chưa bắt đầu,Không có,USD,"791,51","US$791,51", --,RAP 2,261-652-8333, --, --, --
474-989-9047,DAT25,Chưa bắt đầu,Không có,USD,"0,44","US$0,44", --,MCC_US_USD 5 Hùng 60% XTĐ,112-636-5291, --, --, --
258-538-4462,X_72,Chưa bắt đầu,Không có,USD,"0,77","US$0,77", --,MCC_US_USD 2,105-562-7839, --, --, --
674-047-3776,Xuan_Long 06,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
992-500-7684,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 5,675-416-9472, --, --, --
272-233-1352,P13,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
886-361-1127,Account_63_11:53,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,LIE 767 LUKE,286-845-2545, --, --, --
253-661-7521,Account_10_11:37,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
609-350-9658,Dior-24,Chưa bắt đầu,Không có,USD,"0,21","US$0,21", --,MCC_US_USD 8,114-464-3790, --, --, --
143-834-9995,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
772-924-3372,XN-37,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
790-861-6278,XN-55,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
791-394-8137,US_USD Viên39,Chưa bắt đầu,Không có,USD,"0,55","US$0,55", --,RAP 1,911-647-3535, --, --, --
624-935-8264,Dior-46,Chưa bắt đầu,Không có,USD,"18,37","US$18,37", --,MCC_US_USD 8,114-464-3790, --, --, --
663-353-8691,US_USD-03,Chưa bắt đầu,Không có,USD,"1,00","US$1,00", --,MCC_US_USD 8,445-996-7135, --, --, --
728-938-3882,US_USD-76,Chưa bắt đầu,Không có,USD,"0,99","US$0,99", --,MCC_US_USD 8,445-996-7135, --, --, --
373-102-6858,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,EN,400-363-4488, --, --, --
791-514-6343,Aspire 0012,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC BALAU,729-195-3348, --, --, --
386-445-9525,US_USD 84,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 8,156-309-0729, --, --, --
942-255-4170,Xi-36,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
943-952-2874,Account_34_21:38,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,XTD Chinh 60%,571-049-5280, --, --, --
952-254-8758,US_USD K24,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
995-395-0849,Account_95_10:26,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,LIE 8 LUCKY,357-713-6860, --, --, --
515-300-5778,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
742-376-2249,thuy 13,Chưa bắt đầu,Không có,USD,"37,18","US$37,18", --,RAP Phúc 60% XTĐ,571-560-5907, --, --, --
400-420-0960,3 K,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
831-534-2205,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
462-278-7442,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
324-446-0166,US_USD 14,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 8,156-309-0729, --, --, --
178-471-4696,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
819-255-7180,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 2,261-652-8333, --, --, --
802-684-9644,Account_15_15:15,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,OK 4,334-925-1345, --, --, --
744-909-0943,1104-06,Chưa bắt đầu,Không có,USD,"0,03","US$0,03", --,CAFE 2,912-637-8737, --, --, --
381-423-9991,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,111-997-4247, --, --, --
367-236-6001,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,111-997-4247, --, --, --
138-403-8415,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
652-786-4225,US_USD XTD 60 T11 06,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
318-892-2958,US_USD 2$,Chưa bắt đầu,Không có,USD,"0,49","US$0,49", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
379-231-9599,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,EN,400-363-4488, --, --, --
876-609-8056,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 3,685-606-0190, --, --, --
449-955-3207,Account_24_15:31,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,OK 5,383-127-7729, --, --, --
665-056-3192,suan_thach_17,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
795-993-3770,US_USD Viên44,Chưa bắt đầu,Không có,USD,"0,55","US$0,55", --,RAP 1,911-647-3535, --, --, --
679-785-1317,Xuan_Long 15,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
294-310-2298,suân07,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 9,166-768-3313, --, --, --
956-586-0895,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 5,675-416-9472, --, --, --
952-613-4854,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 5,675-416-9472, --, --, --
493-166-5521,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
343-208-9037,Account_15_10:26,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 8386 Nga 60% XTĐ,879-624-9825, --, --, --
516-521-0043,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
191-491-9684,Account_4_10:38,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CAFE 3,227-345-1768, --, --, --
